ID,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,ID_Count,Platform_Count,Activity_Type_Count,USD_Adjusted_Amount,Subscription Duration,Normalized Purchase Amount,Language_ARA,Language_CHI,Language_DAR,Language_DEU,Language_EBR,Language_ENG,Language_ESC,Language_ESP,Language_FAR,Language_FRA,Language_GLE,Language_GRK,Language_HEB,Language_HIN,Language_IND,Language_ITA,Language_JPN,Language_KIS,Language_KOR,Language_LAT,Language_NED,Language_PAS,Language_POL,Language_POR,Language_RUS,Language_SVE,Language_TGL,Language_TUR,Language_URD,Language_VIE
4853,Limited,INITIAL_PURCHASE,App,0,,1/12/19,4/12/19,Yes,No,Off,Europe,Consumer,App,Yes,Yes,14,0,0,0,0,3,1,2,,90,-0.018506563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859,Limited,RENEWAL,App,49990000,USD,11/20/19,5/21/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,14,2,4,49990000,183,0.147267644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,Limited,RENEWAL,App,0,,11/20/19,5/20/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,33,1,4,,182,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867,Lifetime,INITIAL_PURCHASE,App,0,,3/8/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,25,0,0,0,0,10,1,4,,28788,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868,Limited,INITIAL_PURCHASE,Web,155.76,USD,10/24/19,11/2/21,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,23,1,4,155.76,740,-0.018506047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4869,Limited,INITIAL_PURCHASE,App,44990000,USD,3/5/20,6/8/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,9,0,0,0,0,19,1,4,44990000,95,0.130686907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870,Limited,INITIAL_PURCHASE,App,0,,11/13/19,2/13/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,25,2,0,2,0,30,1,4,,92,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871,Limited,INITIAL_PURCHASE,App,0,,8/24/19,11/24/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,9,0,0,0,0,16,1,4,,92,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4875,Lifetime,INITIAL_PURCHASE,Web,189,USD,2/20/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,38,2,3,189,28805,-0.018505936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877,Limited,INITIAL_PURCHASE,Web,40.95,USD,7/11/19,10/14/19,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,24,0,0,0,0,19,1,4,40.95,95,-0.018506427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,Limited,RENEWAL,Web,119,USD,3/24/19,9/24/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,25,1,3,119,550,-0.018506169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4880,Limited,RENEWAL,App,0,,3/22/20,2/28/21,No,Yes,On,Other,Consumer,App,No,Yes,1,0,0,0,0,43,1,4,,343,-0.018506563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882,Lifetime,INITIAL_PURCHASE,Web,199,USD,2/28/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,8,1,4,199,28797,-0.018505903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884,Limited,INITIAL_PURCHASE,Web,0,EUR,11/22/18,11/22/19,No,No,Off,Europe,Consumer,Web,Yes,Yes,32,1,0,1,0,27,1,4,0,365,-0.018506563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4897,Limited,RENEWAL,App,0,,10/21/18,9/23/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,5,1,2,,337,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900,Lifetime,INITIAL_PURCHASE,App,0,,3/14/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,29,1,4,,28782,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,Limited,RENEWAL,App,33.99,USD,12/12/19,6/12/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,5,1,3,33.99,183,-0.018506451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,Limited,RENEWAL,Web,79,USD,7/9/19,4/9/20,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0,36,1,4,79,275,-0.018506301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,Limited,INITIAL_PURCHASE,Web,35.97,USD,12/28/19,3/28/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,9,1,0,1,0,30,1,4,35.97,91,-0.018506444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,2/27/20,1/1/99,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,13,1,0,1,0,21,1,4,212.93,28798,-0.018505857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,Limited,INITIAL_PURCHASE,App,0,,3/23/20,1/12/21,No,No,On,US/Canada,Consumer,Web,Yes,Yes,15,0,0,0,0,24,1,4,,295,-0.018506563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,Limited,RENEWAL,App,54990000,USD,1/15/20,7/18/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,9,0,0,0,0,12,1,4,54990000,185,0.163848381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/26/20,3/26/21,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,12,1,0,1,0,10,1,4,95.88,365,-0.018506245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4920,Limited,RENEWAL,Web,35.97,USD,4/22/19,7/22/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,5,0,1,35.97,457,-0.018506444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921,Limited,INITIAL_PURCHASE,Web,42.8,USD,3/29/20,7/2/20,No,Yes,Off,Europe,Consumer,Web,No,Yes,1,0,0,0,0,7,1,4,42.8,95,-0.018506421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,Limited,INITIAL_PURCHASE,Web,0,USD,3/31/19,6/30/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,49,0,0,0,0,16,2,4,0,91,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4928,Limited,INITIAL_PURCHASE,App,69990000,USD,12/31/19,6/30/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,21,1,3,69990000,182,0.213590592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4931,Limited,RENEWAL,App,0,,3/20/20,2/13/21,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,15,7,0,2,0,5,1,3,,330,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4940,Limited,INITIAL_PURCHASE,App,0,,3/14/20,6/14/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,19,1,4,,92,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4944,Limited,INITIAL_PURCHASE,Web,70.56,USD,12/13/19,6/13/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,1,0,1,0,24,1,4,70.56,183,-0.018506329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4946,Limited,RENEWAL,App,0,,3/31/20,5/4/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,35,1,4,,34,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4947,Limited,INITIAL_PURCHASE,App,0,,1/20/20,4/20/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,12,2,0,1,0,25,1,4,,91,-0.018506563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,Limited,RENEWAL,Web,35.97,USD,12/3/19,7/4/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0,32,1,4,35.97,214,-0.018506444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953,Limited,INITIAL_PURCHASE,Web,47.93572,GBP,3/31/20,7/3/20,No,Yes,On,Europe,Consumer,Web,Yes,Yes,3,0,0,0,0,4,1,4,47.93572,94,-0.018506404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4956,Limited,INITIAL_PURCHASE,Web,10.1374265,GBP,1/11/19,1/11/21,No,No,Off,Europe,Consumer,Web,Yes,Yes,20,0,0,0,0,19,2,4,10.1374265,731,-0.01850653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,Limited,RENEWAL,App,0,,3/10/20,3/13/21,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,11,0,0,0,0,10,1,3,,368,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,Limited,INITIAL_PURCHASE,App,32387480,MXN,2/14/20,5/14/20,No,No,On,Other,Consumer,Web,Yes,Yes,1,0,0,0,0,26,1,4,32387480,90,0.088895094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,Limited,INITIAL_PURCHASE,Web,69.9,USD,9/18/19,3/24/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,19,1,4,69.9,188,-0.018506331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,Lifetime,INITIAL_PURCHASE,App,0,,3/9/20,1/1/99,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0,15,1,4,,28787,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,Limited,RENEWAL,Web,79,USD,11/11/19,5/11/20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,4,1,0,1,0,37,1,4,79,182,-0.018506301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,Limited,RENEWAL,App,0,,11/6/18,11/10/19,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0,6,1,1,,369,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4993,Limited,INITIAL_PURCHASE,Web,41.943755,GBP,2/4/20,5/4/20,No,No,Off,Europe,Consumer,Web,No,Yes,1,1,0,1,0,31,2,4,41.943755,90,-0.018506424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4994,Limited,RENEWAL,Web,179,USD,2/13/19,3/31/21,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0,5,1,2,179,777,-0.01850597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4998,Limited,INITIAL_PURCHASE,Web,39,USD,12/28/19,3/28/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,12,4,0,2,0,22,2,4,39,91,-0.018506434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,Limited,RENEWAL,Web,13.2434655,GBP,6/3/19,5/3/20,No,No,On,Europe,Consumer,Web,No,Yes,6,0,0,0,0,22,1,4,13.2434655,335,-0.018506519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,Limited,INITIAL_PURCHASE,Web,143.76,USD,6/24/19,6/24/21,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,4,2,0,1,0,40,1,4,143.76,731,-0.018506086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,Lifetime,INITIAL_PURCHASE,App,0,,3/9/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,15,5,0,2,0,29,2,4,,28787,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,Limited,INITIAL_PURCHASE,App,0,,3/4/20,6/4/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,5,1,3,,92,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,Limited,RENEWAL,App,0,,6/13/19,12/13/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,49,0,0,0,0,15,1,3,,183,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,Limited,INITIAL_PURCHASE,Web,26.27135,EUR,1/16/20,4/16/20,No,Yes,On,Other,Consumer,Web,Yes,Yes,11,1,0,1,0,43,2,4,26.27135,91,-0.018506476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,Lifetime,INITIAL_PURCHASE,App,0,,3/26/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,10,1,4,,28770,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,Limited,RENEWAL,App,49990000,USD,12/5/19,6/5/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,41,1,4,49990000,183,0.147267644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,Limited,INITIAL_PURCHASE,Web,0,USD,1/21/19,7/21/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,50,0,0,0,0,13,1,4,0,181,-0.018506563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,Limited,RENEWAL,Web,179,USD,3/29/19,3/29/21,No,No,On,US/Canada,Consumer,Web,No,Yes,3,0,0,0,0,15,1,3,179,731,-0.01850597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,Limited,RENEWAL,App,0,,3/26/20,2/13/21,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,30,1,4,,324,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,Limited,RENEWAL,Web,45.594196,EUR,9/14/19,6/14/20,Yes,No,On,Europe,Consumer,Web,No,Yes,2,0,0,0,0,7,1,4,45.594196,274,-0.018506412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,Limited,INITIAL_PURCHASE,App,0,,3/5/20,6/5/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,30,1,4,,92,-0.018506563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,Limited,INITIAL_PURCHASE,Web,146.742,GBP,3/14/20,3/17/22,No,Yes,On,Europe,Consumer,Web,Yes,Yes,1,1,0,1,0,46,2,4,146.742,733,-0.018506077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,Lifetime,INITIAL_PURCHASE,Web,207.96,USD,3/20/20,1/1/99,No,No,Off,Other,Other,Unknown,No,No,5,1,0,1,0,1,0,0,207.96,28776,-0.018505874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,Limited,INITIAL_PURCHASE,Web,0,USD,11/27/18,5/27/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,9,1,3,0,547,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5071,Limited,INITIAL_PURCHASE,App,0,,1/8/20,4/8/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,23,6,0,2,0,38,1,4,,91,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,Limited,INITIAL_PURCHASE,App,0,,3/27/19,6/27/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,3,2,0,1,0,42,2,3,,92,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,Limited,INITIAL_PURCHASE,Web,42.46,USD,12/3/19,3/3/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,2,0,1,0,25,1,4,42.46,91,-0.018506422,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,Lifetime,INITIAL_PURCHASE,App,0,,10/21/18,1/1/99,Yes,No,Off,Other,Consumer,App,Yes,Yes,16,0,0,0,0,24,1,4,,29292,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5086,Limited,RENEWAL,App,0,,3/19/20,1/8/21,No,Yes,On,Other,Consumer,App,Yes,Yes,1,0,0,0,0,14,1,4,,295,-0.018506563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,Limited,INITIAL_PURCHASE,Web,95.52,USD,2/19/20,2/19/22,No,No,On,US/Canada,Other,Web,Yes,Yes,1,0,0,0,0,35,1,4,95.52,731,-0.018506246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088,Limited,INITIAL_PURCHASE,App,0,,1/15/20,4/15/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,33,0,0,0,0,11,1,4,,91,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5089,Limited,INITIAL_PURCHASE,App,0,,5/11/19,8/11/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,15,0,0,0,0,3,1,2,,92,-0.018506563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5094,Limited,INITIAL_PURCHASE,App,0,,3/22/19,3/22/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,14,1,3,,366,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,Lifetime,INITIAL_PURCHASE,Web,216.66,USD,3/19/20,1/1/99,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0,1,0,0,216.66,28777,-0.018505845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,Limited,RENEWAL,App,0,,3/20/20,10/24/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,46,1,4,,218,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,Limited,RENEWAL,Web,79,USD,11/12/19,5/12/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,30,1,4,79,182,-0.018506301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,Limited,INITIAL_PURCHASE,App,59.99,USD,1/1/20,7/1/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,3,0,2,0,11,1,3,59.99,182,-0.018506364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,Limited,INITIAL_PURCHASE,Web,15.83,USD,11/9/18,12/9/18,No,No,Off,Europe,Consumer,Web,Yes,Yes,41,0,0,0,0,10,1,3,15.83,30,-0.018506511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,Limited,RENEWAL,App,0,,10/5/19,4/5/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,37,1,4,,183,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,Limited,INITIAL_PURCHASE,App,0,,11/14/19,2/14/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,13,1,4,,92,-0.018506563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,Limited,INITIAL_PURCHASE,Web,38.34,USD,8/10/19,11/9/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,47,0,0,0,0,7,1,3,38.34,91,-0.018506436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,Limited,RENEWAL,Web,79,USD,10/16/19,4/16/20,No,No,Off,Other,Other,Unknown,No,No,4,4,0,2,0,1,0,0,79,183,-0.018506301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,Lifetime,INITIAL_PURCHASE,Web,215.67,USD,3/9/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,29,2,4,215.67,28787,-0.018505848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,Limited,INITIAL_PURCHASE,Web,0,USD,2/17/19,2/17/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,25,0,0,0,0,9,1,3,0,365,-0.018506563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,Limited,INITIAL_PURCHASE,Web,29.959825,GBP,11/3/19,2/6/20,No,Yes,Off,Europe,Consumer,Web,No,Yes,1,1,0,1,0,44,1,4,29.959825,95,-0.018506464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,Limited,RENEWAL,App,0,,5/29/19,2/29/20,Yes,No,Off,Europe,Consumer,App,Yes,Yes,34,4,0,1,0,16,1,4,,276,-0.018506563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,Limited,INITIAL_PURCHASE,App,0,,1/8/20,4/8/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,12,0,0,0,0,24,1,4,,91,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5143,Limited,INITIAL_PURCHASE,Web,36.77989,EUR,2/12/20,5/12/20,No,No,Off,Other,Other,Unknown,No,No,4,3,0,1,0,1,0,0,36.77989,90,-0.018506441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,Limited,INITIAL_PURCHASE,App,0,,3/19/20,1/1/21,Yes,No,On,Europe,Consumer,App,No,Yes,1,1,0,1,0,19,1,4,,288,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,Limited,RENEWAL,App,0,,12/31/19,6/30/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,1,0,1,0,15,1,4,,182,-0.018506563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,Limited,RENEWAL,App,49990000,USD,1/10/20,7/10/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,21,1,4,49990000,182,0.147267644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,Limited,RENEWAL,App,0,,12/13/19,6/13/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,18,1,4,,183,-0.018506563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
